t	i	j	DateTime
1562586600	ARIELLE	FEYA	08/07/2019 13:50
1562586620	FELIPE	ANGELE	08/07/2019 13:50
1562586640	FELIPE	ANGELE	08/07/2019 13:50
1562586660	FELIPE	ANGELE	08/07/2019 13:51
1562586660	EWINE	ANGELE	08/07/2019 13:51
1562586680	FELIPE	ANGELE	08/07/2019 13:51
1562586680	ATMOSPHERE	HARLEM	08/07/2019 13:51
1562586700	ATMOSPHERE	HARLEM	08/07/2019 13:51
1562586720	ATMOSPHERE	HARLEM	08/07/2019 13:52
1562586740	ARIELLE	EWINE	08/07/2019 13:52
1562586740	FELIPE	ANGELE	08/07/2019 13:52
1562586740	ATMOSPHERE	HARLEM	08/07/2019 13:52
1562586760	EWINE	ANGELE	08/07/2019 13:52
1562586760	FELIPE	ANGELE	08/07/2019 13:52
1562586760	ATMOSPHERE	HARLEM	08/07/2019 13:52
1562586780	EWINE	ANGELE	08/07/2019 13:53
1562586780	FELIPE	ANGELE	08/07/2019 13:53
1562586800	FELIPE	ANGELE	08/07/2019 13:53
1562586820	FELIPE	ANGELE	08/07/2019 13:53
1562586820	VIOLETTE	HARLEM	08/07/2019 13:53
1562586880	ATMOSPHERE	HARLEM	08/07/2019 13:54
1562586900	VIOLETTE	FEYA	08/07/2019 13:55
1562586900	FEYA	HARLEM	08/07/2019 13:55
1562586920	EWINE	PETOULETTE	08/07/2019 13:55
1562586920	VIOLETTE	FEYA	08/07/2019 13:55
1562586940	EWINE	FELIPE	08/07/2019 13:55
1562587020	FANA	ATMOSPHERE	08/07/2019 13:57
1562587100	FELIPE	HARLEM	08/07/2019 13:58
1562587180	FEYA	ANGELE	08/07/2019 13:59
1562587200	FEYA	ANGELE	08/07/2019 14:00
1562587200	FELIPE	HARLEM	08/07/2019 14:00
1562587220	FELIPE	HARLEM	08/07/2019 14:00
1562587240	FELIPE	HARLEM	08/07/2019 14:00
1562587460	EWINE	HARLEM	08/07/2019 14:04
1562587460	BOBO	FELIPE	08/07/2019 14:04
1562587480	EWINE	HARLEM	08/07/2019 14:04
1562587500	EWINE	HARLEM	08/07/2019 14:05
1562587520	EWINE	HARLEM	08/07/2019 14:05
1562587540	EWINE	PETOULETTE	08/07/2019 14:05
1562587560	FANA	EWINE	08/07/2019 14:06
1562587560	EWINE	PETOULETTE	08/07/2019 14:06
1562587600	FANA	FEYA	08/07/2019 14:06
1562588000	FANA	EWINE	08/07/2019 14:13
1562588060	FANA	FEYA	08/07/2019 14:14
1562588120	VIOLETTE	PETOULETTE	08/07/2019 14:15
1562588260	FEYA	ANGELE	08/07/2019 14:17
1562588340	VIOLETTE	PETOULETTE	08/07/2019 14:19
1562588940	VIOLETTE	ATMOSPHERE	08/07/2019 14:29
1562589020	ARIELLE	HARLEM	08/07/2019 14:30
1562589080	FANA	ANGELE	08/07/2019 14:31
1562589120	FANA	ANGELE	08/07/2019 14:32
1562589260	VIOLETTE	HARLEM	08/07/2019 14:34
1562589260	ARIELLE	PETOULETTE	08/07/2019 14:34
1562589300	FEYA	ATMOSPHERE	08/07/2019 14:35
1562589500	FANA	FEYA	08/07/2019 14:38
1562589760	FEYA	PETOULETTE	08/07/2019 14:42
1562589780	FEYA	PETOULETTE	08/07/2019 14:43
1562589800	FEYA	PETOULETTE	08/07/2019 14:43
1562589820	VIOLETTE	HARLEM	08/07/2019 14:43
1562589820	FEYA	PETOULETTE	08/07/2019 14:43
1562589840	FEYA	PETOULETTE	08/07/2019 14:44
1562589900	FEYA	PETOULETTE	08/07/2019 14:45
1562589960	FEYA	ANGELE	08/07/2019 14:46
1562589980	FEYA	ANGELE	08/07/2019 14:46
1562590000	FEYA	ANGELE	08/07/2019 14:46
1562590020	ARIELLE	VIOLETTE	08/07/2019 14:47
1562590140	EWINE	FEYA	08/07/2019 14:49
1562590140	FEYA	ANGELE	08/07/2019 14:49
1562590160	FEYA	ANGELE	08/07/2019 14:49
1562590260	FEYA	ANGELE	08/07/2019 14:51
1562590280	FEYA	ANGELE	08/07/2019 14:51
1562590300	EWINE	ANGELE	08/07/2019 14:51
1562590320	FANA	ANGELE	08/07/2019 14:52
1562590380	FANA	FEYA	08/07/2019 14:53
1562590400	EWINE	ANGELE	08/07/2019 14:53
1562590420	EWINE	ANGELE	08/07/2019 14:53
1562590480	EWINE	ANGELE	08/07/2019 14:54
1562590500	EWINE	ANGELE	08/07/2019 14:55
1562590520	EWINE	ANGELE	08/07/2019 14:55
1562590540	EWINE	ANGELE	08/07/2019 14:55
1562590560	EWINE	ANGELE	08/07/2019 14:56
1562590580	EWINE	ANGELE	08/07/2019 14:56
1562590640	EWINE	ANGELE	08/07/2019 14:57
1562590660	EWINE	VIOLETTE	08/07/2019 14:57
1562590660	VIOLETTE	ANGELE	08/07/2019 14:57
1562590660	EWINE	ANGELE	08/07/2019 14:57
1562590700	EWINE	BOBO	08/07/2019 14:58
1562590760	EWINE	BOBO	08/07/2019 14:59
1562590780	EWINE	BOBO	08/07/2019 14:59
1562590800	EWINE	BOBO	08/07/2019 15:00
1562590820	EWINE	BOBO	08/07/2019 15:00
1562590840	EWINE	BOBO	08/07/2019 15:00
1562590860	EWINE	BOBO	08/07/2019 15:01
1562590880	EWINE	BOBO	08/07/2019 15:01
1562590900	EWINE	BOBO	08/07/2019 15:01
1562590920	FANA	EWINE	08/07/2019 15:02
1562590960	FANA	EWINE	08/07/2019 15:02
1562591040	KALI	ANGELE	08/07/2019 15:04
1562591060	KALI	BOBO	08/07/2019 15:04
1562591100	KALI	BOBO	08/07/2019 15:05
1562591120	PETOULETTE	ANGELE	08/07/2019 15:05
1562591120	FANA	ANGELE	08/07/2019 15:05
1562591140	FANA	ANGELE	08/07/2019 15:05
1562591160	KALI	BOBO	08/07/2019 15:06
1562591280	FANA	ANGELE	08/07/2019 15:08
1562591420	FEYA	HARLEM	08/07/2019 15:10
1562591440	FANA	ANGELE	08/07/2019 15:10
1562591520	EWINE	FEYA	08/07/2019 15:12
1562591700	BOBO	ANGELE	08/07/2019 15:15
1562591960	BOBO	ANGELE	08/07/2019 15:19
1562592040	VIOLETTE	PETOULETTE	08/07/2019 15:20
1562592200	KALI	BOBO	08/07/2019 15:23
1562592240	BOBO	ANGELE	08/07/2019 15:24
1562592340	ARIELLE	EWINE	08/07/2019 15:25
1562592360	VIOLETTE	PETOULETTE	08/07/2019 15:26
1562592940	FANA	EWINE	08/07/2019 15:35
1562592960	FANA	EWINE	08/07/2019 15:36
1562592980	FANA	EWINE	08/07/2019 15:36
1562592980	KALI	FANA	08/07/2019 15:36
1562593060	FANA	EWINE	08/07/2019 15:37
1562593140	VIOLETTE	PETOULETTE	08/07/2019 15:39
1562593160	FANA	EWINE	08/07/2019 15:39
1562593200	EWINE	ANGELE	08/07/2019 15:40
1562593220	FANA	EWINE	08/07/2019 15:40
1562593220	EWINE	ANGELE	08/07/2019 15:40
1562593240	FANA	EWINE	08/07/2019 15:40
1562593260	EWINE	ANGELE	08/07/2019 15:41
1562593280	EWINE	ANGELE	08/07/2019 15:41
1562593280	FANA	EWINE	08/07/2019 15:41
1562593280	FANA	ANGELE	08/07/2019 15:41
1562593280	BOBO	HARLEM	08/07/2019 15:41
1562593300	FANA	EWINE	08/07/2019 15:41
1562593300	EWINE	ANGELE	08/07/2019 15:41
1562593320	FANA	EWINE	08/07/2019 15:42
1562593340	FANA	EWINE	08/07/2019 15:42
1562593340	EWINE	ANGELE	08/07/2019 15:42
1562593360	FANA	EWINE	08/07/2019 15:42
1562593360	EWINE	ANGELE	08/07/2019 15:42
1562593360	FANA	ANGELE	08/07/2019 15:42
1562593380	EWINE	HARLEM	08/07/2019 15:43
1562593540	VIOLETTE	HARLEM	08/07/2019 15:45
1562593560	VIOLETTE	HARLEM	08/07/2019 15:46
1562593580	VIOLETTE	HARLEM	08/07/2019 15:46
1562593580	EWINE	VIOLETTE	08/07/2019 15:46
1562593580	EWINE	HARLEM	08/07/2019 15:46
1562593580	PETOULETTE	HARLEM	08/07/2019 15:46
1562593580	FANA	EWINE	08/07/2019 15:46
1562593600	VIOLETTE	PETOULETTE	08/07/2019 15:46
1562593600	FANA	EWINE	08/07/2019 15:46
1562593600	EWINE	VIOLETTE	08/07/2019 15:46
1562593600	VIOLETTE	HARLEM	08/07/2019 15:46
1562593620	FANA	EWINE	08/07/2019 15:47
1562593640	FANA	EWINE	08/07/2019 15:47
1562593640	VIOLETTE	PETOULETTE	08/07/2019 15:47
1562593660	FANA	EWINE	08/07/2019 15:47
1562593660	VIOLETTE	PETOULETTE	08/07/2019 15:47
1562593680	FANA	EWINE	08/07/2019 15:48
1562593680	EWINE	VIOLETTE	08/07/2019 15:48
1562593700	FANA	EWINE	08/07/2019 15:48
1562593780	EWINE	PETOULETTE	08/07/2019 15:49
1562593780	EWINE	VIOLETTE	08/07/2019 15:49
1562593800	EWINE	VIOLETTE	08/07/2019 15:50
1562593800	EWINE	PETOULETTE	08/07/2019 15:50
1562593800	VIOLETTE	PETOULETTE	08/07/2019 15:50
1562593820	EWINE	VIOLETTE	08/07/2019 15:50
1562593820	VIOLETTE	PETOULETTE	08/07/2019 15:50
1562593820	EWINE	PETOULETTE	08/07/2019 15:50
1562593840	EWINE	VIOLETTE	08/07/2019 15:50
1562593860	EWINE	PETOULETTE	08/07/2019 15:51
1562593880	EWINE	PETOULETTE	08/07/2019 15:51
1562593940	FANA	BOBO	08/07/2019 15:52
1562593940	EWINE	ANGELE	08/07/2019 15:52
1562594000	EWINE	ANGELE	08/07/2019 15:53
1562594020	EWINE	ANGELE	08/07/2019 15:53
1562594060	EWINE	VIOLETTE	08/07/2019 15:54
1562594240	VIOLETTE	HARLEM	08/07/2019 15:57
1562594500	FANA	ANGELE	08/07/2019 16:01
1562594560	FANA	ANGELE	08/07/2019 16:02
1562594580	FANA	ANGELE	08/07/2019 16:03
1562594600	FANA	ANGELE	08/07/2019 16:03
1562594660	FANA	BOBO	08/07/2019 16:04
1562594680	FANA	BOBO	08/07/2019 16:04
1562594700	FANA	VIOLETTE	08/07/2019 16:05
1562594780	FANA	BOBO	08/07/2019 16:06
1562594820	EWINE	FEYA	08/07/2019 16:07
1562594820	KALI	FEYA	08/07/2019 16:07
1562594820	KALI	EWINE	08/07/2019 16:07
1562594840	FANA	BOBO	08/07/2019 16:07
1562594860	FANA	BOBO	08/07/2019 16:07
1562594880	FANA	BOBO	08/07/2019 16:08
1562594900	FANA	BOBO	08/07/2019 16:08
1562594920	FANA	BOBO	08/07/2019 16:08
1562594960	FANA	BOBO	08/07/2019 16:09
1562594960	BOBO	ANGELE	08/07/2019 16:09
1562594960	FANA	ANGELE	08/07/2019 16:09
1562594980	FANA	BOBO	08/07/2019 16:09
1562595000	FANA	BOBO	08/07/2019 16:10
1562595020	FANA	BOBO	08/07/2019 16:10
1562595040	FANA	BOBO	08/07/2019 16:10
1562595080	BOBO	ANGELE	08/07/2019 16:11
1562595160	FANA	PETOULETTE	08/07/2019 16:12
1562595180	FANA	ANGELE	08/07/2019 16:13
1562595220	ARIELLE	EWINE	08/07/2019 16:13
1562595260	FANA	PETOULETTE	08/07/2019 16:14
1562595280	FANA	PETOULETTE	08/07/2019 16:14
1562595300	FANA	BOBO	08/07/2019 16:15
1562595300	PETOULETTE	ANGELE	08/07/2019 16:15
1562595320	PETOULETTE	ANGELE	08/07/2019 16:15
1562595340	FANA	VIOLETTE	08/07/2019 16:15
1562595360	FANA	FEYA	08/07/2019 16:16
1562595380	FANA	EWINE	08/07/2019 16:16
1562595400	FANA	EWINE	08/07/2019 16:16
1562595420	FANA	EWINE	08/07/2019 16:17
1562595480	FANA	EWINE	08/07/2019 16:18
1562595480	VIOLETTE	FEYA	08/07/2019 16:18
1562595480	EWINE	ANGELE	08/07/2019 16:18
1562595520	EWINE	ANGELE	08/07/2019 16:18
1562595520	VIOLETTE	FEYA	08/07/2019 16:18
1562595540	EWINE	ANGELE	08/07/2019 16:19
1562595580	EWINE	ANGELE	08/07/2019 16:19
1562595620	PETOULETTE	ANGELE	08/07/2019 16:20
1562595660	FANA	ANGELE	08/07/2019 16:21
1562595680	FEYA	ANGELE	08/07/2019 16:21
1562595700	FANA	BOBO	08/07/2019 16:21
1562595720	FANA	BOBO	08/07/2019 16:22
1562595780	FANA	FEYA	08/07/2019 16:23
1562595820	FEYA	ANGELE	08/07/2019 16:23
1562595840	EWINE	BOBO	08/07/2019 16:24
1562595840	FEYA	ANGELE	08/07/2019 16:24
1562595840	FANA	PETOULETTE	08/07/2019 16:24
1562595840	EWINE	ANGELE	08/07/2019 16:24
1562595860	FANA	PETOULETTE	08/07/2019 16:24
1562595860	EWINE	BOBO	08/07/2019 16:24
1562595960	PETOULETTE	ANGELE	08/07/2019 16:26
1562595960	FANA	EWINE	08/07/2019 16:26
1562595960	EWINE	BOBO	08/07/2019 16:26
1562595960	EWINE	HARLEM	08/07/2019 16:26
1562596020	EWINE	HARLEM	08/07/2019 16:27
1562596020	FANA	ANGELE	08/07/2019 16:27
1562596060	FANA	EWINE	08/07/2019 16:27
1562596120	FEYA	ANGELE	08/07/2019 16:28
1562596160	HARLEM	ANGELE	08/07/2019 16:29
1562596180	HARLEM	ANGELE	08/07/2019 16:29
1562596220	EWINE	FEYA	08/07/2019 16:30
1562596380	EWINE	FEYA	08/07/2019 16:33
1562596400	VIOLETTE	ANGELE	08/07/2019 16:33
1562596480	PETOULETTE	ANGELE	08/07/2019 16:34
1562596480	FANA	VIOLETTE	08/07/2019 16:34
1562596500	FANA	VIOLETTE	08/07/2019 16:35
1562596500	ARIELLE	ANGELE	08/07/2019 16:35
1562596520	ARIELLE	ANGELE	08/07/2019 16:35
1562596520	HARLEM	ANGELE	08/07/2019 16:35
1562596520	EWINE	HARLEM	08/07/2019 16:35
1562596520	FANA	VIOLETTE	08/07/2019 16:35
1562596540	FANA	VIOLETTE	08/07/2019 16:35
1562596580	HARLEM	ANGELE	08/07/2019 16:36
1562596620	FANA	VIOLETTE	08/07/2019 16:37
1562596640	EWINE	ANGELE	08/07/2019 16:37
1562596680	BOBO	HARLEM	08/07/2019 16:38
1562596680	ARIELLE	EWINE	08/07/2019 16:38
1562596720	BOBO	HARLEM	08/07/2019 16:38
1562596720	EWINE	HARLEM	08/07/2019 16:38
1562596720	EWINE	BOBO	08/07/2019 16:38
1562596720	ARIELLE	PETOULETTE	08/07/2019 16:38
1562596740	FEYA	HARLEM	08/07/2019 16:39
1562596740	FANA	ANGELE	08/07/2019 16:39
1562596740	EWINE	BOBO	08/07/2019 16:39
1562596780	BOBO	HARLEM	08/07/2019 16:39
1562596780	FEYA	PETOULETTE	08/07/2019 16:39
1562596800	EWINE	ANGELE	08/07/2019 16:40
1562596820	FEYA	ANGELE	08/07/2019 16:40
1562596840	FANA	ANGELE	08/07/2019 16:40
1562596880	HARLEM	ANGELE	08/07/2019 16:41
1562597000	FANA	ANGELE	08/07/2019 16:43
1562597000	FEYA	PETOULETTE	08/07/2019 16:43
1562597060	BOBO	ANGELE	08/07/2019 16:44
1562597060	FANA	HARLEM	08/07/2019 16:44
1562597060	FANA	ANGELE	08/07/2019 16:44
1562597060	VIOLETTE	HARLEM	08/07/2019 16:44
1562597180	VIOLETTE	HARLEM	08/07/2019 16:46
1562597180	FANA	HARLEM	08/07/2019 16:46
1562597180	BOBO	HARLEM	08/07/2019 16:46
1562597200	FANA	HARLEM	08/07/2019 16:46
1562597220	BOBO	HARLEM	08/07/2019 16:47
1562597260	ARIELLE	FANA	08/07/2019 16:47
1562597280	VIOLETTE	ANGELE	08/07/2019 16:48
1562597300	PETOULETTE	ANGELE	08/07/2019 16:48
1562597340	FANA	BOBO	08/07/2019 16:49
1562597340	BOBO	VIOLETTE	08/07/2019 16:49
1562597360	BOBO	ANGELE	08/07/2019 16:49
1562597360	FANA	BOBO	08/07/2019 16:49
1562597360	BOBO	VIOLETTE	08/07/2019 16:49
1562597380	PETOULETTE	HARLEM	08/07/2019 16:49
1562597380	PETOULETTE	ANGELE	08/07/2019 16:49
1562597400	FANA	FEYA	08/07/2019 16:50
1562597400	FANA	BOBO	08/07/2019 16:50
1562597560	ARIELLE	FANA	08/07/2019 16:52
1562597800	FANA	ANGELE	08/07/2019 16:56
1562598140	FANA	ANGELE	08/07/2019 17:02
1562599420	FEYA	ANGELE	08/07/2019 17:23
1562599820	BOBO	HARLEM	08/07/2019 17:30
1562599840	PETOULETTE	HARLEM	08/07/2019 17:30
1562600140	FANA	PETOULETTE	08/07/2019 17:35
1562600180	FANA	FEYA	08/07/2019 17:36
1562600520	FANA	EWINE	08/07/2019 17:42
1562600740	FANA	VIOLETTE	08/07/2019 17:45
1562600760	PETOULETTE	ANGELE	08/07/2019 17:46
1562600780	PETOULETTE	ANGELE	08/07/2019 17:46
1562601280	FANA	ANGELE	08/07/2019 17:54
1562601520	FANA	EWINE	08/07/2019 17:58
1562601600	BOBO	HARLEM	08/07/2019 18:00
1562601620	FEYA	PETOULETTE	08/07/2019 18:00
1562601640	FEYA	PETOULETTE	08/07/2019 18:00
1562601740	FEYA	PETOULETTE	08/07/2019 18:02
1562601880	PETOULETTE	ANGELE	08/07/2019 18:04
1562601900	FEYA	PETOULETTE	08/07/2019 18:05
1562602260	EWINE	VIOLETTE	08/07/2019 18:11
1562602360	KALI	HARLEM	08/07/2019 18:12
1562602440	EWINE	VIOLETTE	08/07/2019 18:14
1562602540	ARIELLE	ANGELE	08/07/2019 18:15
1562602560	ARIELLE	ANGELE	08/07/2019 18:16
1562602640	EWINE	HARLEM	08/07/2019 18:17
1562602660	EWINE	ANGELE	08/07/2019 18:17
1562602680	VIOLETTE	HARLEM	08/07/2019 18:18
1562602680	FANA	VIOLETTE	08/07/2019 18:18
1562602700	FANA	VIOLETTE	08/07/2019 18:18
1562602700	VIOLETTE	HARLEM	08/07/2019 18:18
1562602700	FANA	HARLEM	08/07/2019 18:18
1562602720	FANA	VIOLETTE	08/07/2019 18:18
1562602800	ARIELLE	EWINE	08/07/2019 18:20
1562602820	EWINE	FEYA	08/07/2019 18:20
1562602860	EWINE	FEYA	08/07/2019 18:21
1562602900	EWINE	FEYA	08/07/2019 18:21
1562602960	EWINE	FEYA	08/07/2019 18:22
1562602980	EWINE	FEYA	08/07/2019 18:23
1562603000	EWINE	FEYA	08/07/2019 18:23
1562603040	EWINE	FEYA	08/07/2019 18:24
1562603060	EWINE	FEYA	08/07/2019 18:24
1562603080	EWINE	FEYA	08/07/2019 18:24
1562603100	EWINE	FEYA	08/07/2019 18:25
1562603140	EWINE	FEYA	08/07/2019 18:25
1562603160	EWINE	FEYA	08/07/2019 18:26
1562603180	EWINE	FEYA	08/07/2019 18:26
1562603200	EWINE	FEYA	08/07/2019 18:26
1562603240	EWINE	FEYA	08/07/2019 18:27
1562603300	EWINE	FEYA	08/07/2019 18:28
1562603320	EWINE	FEYA	08/07/2019 18:28
1562603340	EWINE	FEYA	08/07/2019 18:29
1562603360	EWINE	FEYA	08/07/2019 18:29
1562603400	EWINE	FEYA	08/07/2019 18:30
1562603420	EWINE	FEYA	08/07/2019 18:30
1562603420	FANA	VIOLETTE	08/07/2019 18:30
1562603440	FANA	VIOLETTE	08/07/2019 18:30
1562603500	EWINE	FEYA	08/07/2019 18:31
1562603500	FANA	ANGELE	08/07/2019 18:31
1562603520	EWINE	FEYA	08/07/2019 18:32
1562603620	FEYA	ANGELE	08/07/2019 18:33
1562603740	FEYA	ANGELE	08/07/2019 18:35
1562603760	EWINE	PETOULETTE	08/07/2019 18:36
1562603780	FEYA	ANGELE	08/07/2019 18:36
1562603800	PETOULETTE	ANGELE	08/07/2019 18:36
1562603880	PETOULETTE	ANGELE	08/07/2019 18:38
1562604040	FEYA	PETOULETTE	08/07/2019 18:40
1562604080	FEYA	ANGELE	08/07/2019 18:41
1562604140	FEYA	PETOULETTE	08/07/2019 18:42
1562604180	FEYA	ANGELE	08/07/2019 18:43
1562604200	FEYA	ANGELE	08/07/2019 18:43
1562604220	FEYA	ANGELE	08/07/2019 18:43
1562604240	FEYA	ANGELE	08/07/2019 18:44
1562604260	FEYA	ANGELE	08/07/2019 18:44
1562604280	FEYA	ANGELE	08/07/2019 18:44
1562604280	ARIELLE	EWINE	08/07/2019 18:44
1562604300	FEYA	ANGELE	08/07/2019 18:45
1562604320	FANA	FEYA	08/07/2019 18:45
1562604340	KALI	EWINE	08/07/2019 18:45
1562604340	FANA	FEYA	08/07/2019 18:45
1562604400	EWINE	PETOULETTE	08/07/2019 18:46
1562604480	ARIELLE	VIOLETTE	08/07/2019 18:48
1562604640	FANA	ANGELE	08/07/2019 18:50
1562604660	FANA	ANGELE	08/07/2019 18:51
1562604680	FANA	ANGELE	08/07/2019 18:51
1562604740	FANA	ANGELE	08/07/2019 18:52
1562604800	FANA	ANGELE	08/07/2019 18:53
1562604820	FANA	FEYA	08/07/2019 18:53
1562604820	FANA	ANGELE	08/07/2019 18:53
1562604840	FANA	ANGELE	08/07/2019 18:54
1562604860	FANA	ANGELE	08/07/2019 18:54
1562604880	FANA	ANGELE	08/07/2019 18:54
1562604880	FANA	FEYA	08/07/2019 18:54
1562604900	FANA	ANGELE	08/07/2019 18:55
1562604900	FANA	FEYA	08/07/2019 18:55
1562604920	FANA	ANGELE	08/07/2019 18:55
1562605060	FANA	ANGELE	08/07/2019 18:57
1562605340	EWINE	VIOLETTE	08/07/2019 19:02
1562605500	FANA	FEYA	08/07/2019 19:05
1562605520	FANA	FEYA	08/07/2019 19:05
1562605540	FANA	FEYA	08/07/2019 19:05
1562605560	FANA	FEYA	08/07/2019 19:06
1562605600	FANA	FEYA	08/07/2019 19:06
1562605620	FANA	FEYA	08/07/2019 19:07
1562605640	EWINE	ANGELE	08/07/2019 19:07
1562605640	FANA	FEYA	08/07/2019 19:07
1562605900	KALI	PETOULETTE	08/07/2019 19:11
1562605920	ARIELLE	FANA	08/07/2019 19:12
1562606040	EWINE	ANGELE	08/07/2019 19:14
1562606180	ARIELLE	FANA	08/07/2019 19:16
1562606280	ARIELLE	FANA	08/07/2019 19:18
1562606320	ARIELLE	FANA	08/07/2019 19:18
1562606360	ARIELLE	FANA	08/07/2019 19:19
1562606440	ARIELLE	FANA	08/07/2019 19:20
1562606480	ARIELLE	FANA	08/07/2019 19:21
1562606500	FANA	EWINE	08/07/2019 19:21
1562606660	FANA	PETOULETTE	08/07/2019 19:24
1562606760	ARIELLE	EWINE	08/07/2019 19:26
1562606780	KALI	PETOULETTE	08/07/2019 19:26
1562606780	ARIELLE	EWINE	08/07/2019 19:26
1562606820	KALI	PIPO	08/07/2019 19:27
1562606820	EWINE	PIPO	08/07/2019 19:27
1562606860	FANA	EWINE	08/07/2019 19:27
1562606880	FANA	EWINE	08/07/2019 19:28
1562606900	FANA	EWINE	08/07/2019 19:28
1562606940	FANA	EWINE	08/07/2019 19:29
1562607060	EWINE	PETOULETTE	08/07/2019 19:31
1562607100	FANA	EWINE	08/07/2019 19:31
1562607320	FANA	BOBO	08/07/2019 19:35
1562607320	FEYA	PETOULETTE	08/07/2019 19:35
1562607340	KALI	ANGELE	08/07/2019 19:35
1562607380	EWINE	ANGELE	08/07/2019 19:36
1562607400	PETOULETTE	PIPO	08/07/2019 19:36
1562607420	PETOULETTE	PIPO	08/07/2019 19:37
1562607440	PETOULETTE	PIPO	08/07/2019 19:37
1562607460	PETOULETTE	PIPO	08/07/2019 19:37
1562607480	PETOULETTE	PIPO	08/07/2019 19:38
1562607500	ARIELLE	FANA	08/07/2019 19:38
1562607520	ARIELLE	FANA	08/07/2019 19:38
1562607520	EWINE	ANGELE	08/07/2019 19:38
1562607520	ARIELLE	PETOULETTE	08/07/2019 19:38
1562607540	FANA	HARLEM	08/07/2019 19:39
1562607540	ARIELLE	PETOULETTE	08/07/2019 19:39
1562607540	ARIELLE	FANA	08/07/2019 19:39
1562607560	FANA	HARLEM	08/07/2019 19:39
1562607560	ARIELLE	PETOULETTE	08/07/2019 19:39
1562607560	ARIELLE	FANA	08/07/2019 19:39
1562607580	FANA	HARLEM	08/07/2019 19:39
1562607580	ARIELLE	PETOULETTE	08/07/2019 19:39
1562607580	FANA	PETOULETTE	08/07/2019 19:39
1562607580	ARIELLE	FANA	08/07/2019 19:39
1562607600	ARIELLE	PETOULETTE	08/07/2019 19:40
1562607600	ARIELLE	FANA	08/07/2019 19:40
1562607620	ARIELLE	FANA	08/07/2019 19:40
1562607620	ARIELLE	PETOULETTE	08/07/2019 19:40
1562607620	FANA	EWINE	08/07/2019 19:40
1562607640	FANA	EWINE	08/07/2019 19:40
1562607640	EWINE	HARLEM	08/07/2019 19:40
1562607640	FANA	PETOULETTE	08/07/2019 19:40
1562607660	EWINE	HARLEM	08/07/2019 19:41
1562607680	EWINE	HARLEM	08/07/2019 19:41
1562607680	EWINE	PETOULETTE	08/07/2019 19:41
1562607700	EWINE	HARLEM	08/07/2019 19:41
1562607700	EWINE	PETOULETTE	08/07/2019 19:41
1562607720	EWINE	PETOULETTE	08/07/2019 19:42
1562607740	FANA	PETOULETTE	08/07/2019 19:42
1562607760	FANA	PETOULETTE	08/07/2019 19:42
1562607780	EWINE	PETOULETTE	08/07/2019 19:43
1562607800	EWINE	ANGELE	08/07/2019 19:43
1562607800	EWINE	PETOULETTE	08/07/2019 19:43
1562607800	FANA	EWINE	08/07/2019 19:43
1562607820	EWINE	ANGELE	08/07/2019 19:43
1562607840	EWINE	ANGELE	08/07/2019 19:44
1562607840	PETOULETTE	ANGELE	08/07/2019 19:44
1562607860	FANA	EWINE	08/07/2019 19:44
1562607880	EWINE	ANGELE	08/07/2019 19:44
1562607880	FEYA	PETOULETTE	08/07/2019 19:44
1562608000	KALI	EWINE	08/07/2019 19:46
1562608060	EWINE	ANGELE	08/07/2019 19:47
1562608060	FEYA	PETOULETTE	08/07/2019 19:47
1562608100	EWINE	ANGELE	08/07/2019 19:48
1562608120	FANA	FEYA	08/07/2019 19:48
1562608120	FANA	PETOULETTE	08/07/2019 19:48
1562608120	EWINE	ANGELE	08/07/2019 19:48
1562608140	FANA	FEYA	08/07/2019 19:49
1562608140	EWINE	ANGELE	08/07/2019 19:49
1562608160	FANA	FEYA	08/07/2019 19:49
1562608160	FANA	PETOULETTE	08/07/2019 19:49
1562608160	FEYA	PETOULETTE	08/07/2019 19:49
1562608180	FANA	FEYA	08/07/2019 19:49
1562608180	FANA	PETOULETTE	08/07/2019 19:49
1562608180	FEYA	PETOULETTE	08/07/2019 19:49
1562608200	FANA	PETOULETTE	08/07/2019 19:50
1562608200	FANA	FEYA	08/07/2019 19:50
1562608220	FANA	PETOULETTE	08/07/2019 19:50
1562608220	FEYA	PETOULETTE	08/07/2019 19:50
1562608260	FANA	PETOULETTE	08/07/2019 19:51
1562608340	FEYA	PETOULETTE	08/07/2019 19:52
1562608360	FANA	PETOULETTE	08/07/2019 19:52
1562608360	EWINE	ANGELE	08/07/2019 19:52
1562608360	FANA	FEYA	08/07/2019 19:52
1562608380	EWINE	ANGELE	08/07/2019 19:53
1562608380	FANA	FEYA	08/07/2019 19:53
1562608400	EWINE	ANGELE	08/07/2019 19:53
1562608420	EWINE	ANGELE	08/07/2019 19:53
1562608420	FANA	FEYA	08/07/2019 19:53
1562608420	KALI	PETOULETTE	08/07/2019 19:53
1562608440	EWINE	ANGELE	08/07/2019 19:54
1562608440	EWINE	PIPO	08/07/2019 19:54
1562608460	KALI	PETOULETTE	08/07/2019 19:54
1562608460	EWINE	ANGELE	08/07/2019 19:54
1562608480	KALI	PETOULETTE	08/07/2019 19:54
1562608480	EWINE	ANGELE	08/07/2019 19:54
1562608500	KALI	PETOULETTE	08/07/2019 19:55
1562608500	EWINE	ANGELE	08/07/2019 19:55
1562608520	EWINE	ANGELE	08/07/2019 19:55
1562608540	EWINE	PIPO	08/07/2019 19:55
